ID;Vorname;Nachname;Angezeigter Name (kurz);Angezeigter Name;Verein;Position;Marktwert;Punkte;Notendurchschnitt
pl-k00139482;Kjell;Wätjen;Wätjen;Kjell Wätjen;Borussia Dortmund;MIDFIELDER;1200000;4;0.0
pl-k00140720;Mohammed;Tolba;M. Tolba;Mohammed Tolba;VfL Bochum;DEFENDER;500000;0;0.0
pl-k00140723;Mats;Pannewig;Pannewig;Mats Pannewig;VfL Bochum;MIDFIELDER;500000;8;5.0
pl-k00141072;Luca;Raimund;Raimund;Luca Raimund;VfB Stuttgart;MIDFIELDER;500000;0;0.0
pl-k00141224;Alexander;Bernhardsson;Bernhardsson;Alexander Bernhardsson;Holstein Kiel;FORWARD;1600000;17;3.8
pl-k00141445;Anas;Alaoui;Alaoui;Anas Alaoui;Eintracht Frankfurt;FORWARD;500000;0;0.0
pl-k00141456;Max;Moerstedt;Moerstedt;Max Moerstedt;TSG Hoffenheim;FORWARD;1000000;16;3.75
pl-k00141641;Lennart;Koerdt;Koerdt;Lennart Koerdt;VfL Bochum;MIDFIELDER;500000;0;0.0
pl-k00141643;Christopher;Negele;Negele;Christopher Negele;1. FC Heidenheim;MIDFIELDER;500000;0;0.0
pl-k00141654;Maxim;Dal;Dal;Maxim Dal;1. FSV Mainz 05;DEFENDER;500000;0;0.0
pl-k00141673;Nestory;Irankunda;Irankunda;Nestory Irankunda;Bayern München;FORWARD;700000;0;0.0
pl-k00142935;Muhammad;Dahaba;Dahaba;Muhammad Dahaba;FC St. Pauli;DEFENDER;500000;0;0.0
pl-k00143055;Anrie;Chase;Chase;Anrie Chase;VfB Stuttgart;DEFENDER;500000;14;4.17
pl-k00143830;Magnus;Knudsen;Knudsen;Magnus Knudsen;Holstein Kiel;MIDFIELDER;1500000;30;4.0
pl-k00143858;Filippo Calixte;Mané;Mané;Filippo Calixte Mané;Borussia Dortmund;DEFENDER;500000;0;0.0
pl-k00143938;Jeanuel;Belocian;Belocian;Jeanuel Belocian;Bayer 04 Leverkusen;DEFENDER;1500000;8;4.5
pl-k00144287;Nikolas;Veratschnig;Veratschnig;Nikolas Veratschnig;1. FSV Mainz 05;DEFENDER;1500000;12;3.0
pl-k00144843;Arthur Augusto;de Matos Soares;Arthur;Arthur;Bayer 04 Leverkusen;DEFENDER;1600000;10;4.5
pl-k00145004;Julian;Malatini;Malatini;Julian Malatini;Werder Bremen;DEFENDER;1200000;33;3.5
pl-k00145594;Arthur;Largura Chaves;Arthur Chaves;Arthur Chaves;TSG Hoffenheim;DEFENDER;1200000;36;3.21
pl-k00145626;Leon;Opitz;Opitz;Leon Opitz;Werder Bremen;MIDFIELDER;500000;0;0.0
pl-k00146026;Adin;Licina;Licina;Adin Licina;Bayern München;MIDFIELDER;500000;0;0.0
pl-k00146034;Niklas;Swider;Swider;Niklas Swider;Bor. Mönchengladbach;MIDFIELDER;999000000;0;0.0
pl-k00146044;Arthur;Vermeeren;Vermeeren;Arthur Vermeeren;RB Leipzig;MIDFIELDER;2200000;30;3.75
pl-k00146292;Can;Uzun;Uzun;Can Uzun;Eintracht Frankfurt;FORWARD;2000000;30;3.33
pl-k00146323;Oscar;Höjlund;O. Höjlund;Oscar Höjlund;Eintracht Frankfurt;MIDFIELDER;1000000;10;3.75
pl-k00146959;Julien;Duranville;Duranville;Julien Duranville;Borussia Dortmund;FORWARD;1000000;6;0.0
pl-k00147672;David;Jurasek;D. Jurasek;David Jurasek;TSG Hoffenheim;DEFENDER;1500000;10;4.0
pl-k00147890;Robin;Hranac;Hranac;Robin Hranac;TSG Hoffenheim;DEFENDER;1800000;-2;4.33
pl-k00147901;Skelly;Alvero;Alvero;Skelly Alvero;Werder Bremen;MIDFIELDER;1600000;16;4.0
pl-k00148187;Fares;Chaibi;Chaibi;Fares Chaibi;Eintracht Frankfurt;MIDFIELDER;1800000;22;4.11
pl-k00148820;Adam;Aznou;Aznou;Adam Aznou;Bayern München;DEFENDER;500000;2;0.0
pl-k00148821;Krisztian;Lisztes;Lisztes;Krisztian Lisztes;Eintracht Frankfurt;MIDFIELDER;1000000;0;0.0
pl-k00149094;Jean-Matteo;Bahoya;Bahoya;Jean-Matteo Bahoya;Eintracht Frankfurt;FORWARD;1200000;20;3.67
pl-k00149407;Bruno;Ogbus;Ogbus;Bruno Ogbus;SC Freiburg;DEFENDER;500000;4;0.0
pl-k00149666;Lars;Strobl;Strobl;Lars Strobl;TSG Hoffenheim;DEFENDER;500000;0;0.0
pl-k00149677;Florian;Micheler;Micheler;Florian Micheler;TSG Hoffenheim;MIDFIELDER;500000;2;3.5
pl-k00149952;Matija;Marsenic;Marsenic;Matija Marsenic;Bayer 04 Leverkusen;MIDFIELDER;999000000;0;0.0
pl-k00150671;Andrej;Ilic;Ilic;Andrej Ilic;1. FC Union Berlin;FORWARD;1400000;0;0.0
pl-k00150987;Junior;Awusi Boddien;Awusi Boddien;Junior Awusi Boddien;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00151054;Hugo;Larsson;Larsson;Hugo Larsson;Eintracht Frankfurt;MIDFIELDER;2200000;66;3.33
pl-k00151289;Noah;Fenyö;Fenyö;Noah Fenyö;Eintracht Frankfurt;MIDFIELDER;500000;0;0.0
pl-k00152047;Shio;Fukuda;Fukuda;Shio Fukuda;Bor. Mönchengladbach;FORWARD;800000;0;0.0
pl-k00152386;Agon;Elezi;Elezi;Agon Elezi;VfL Bochum;MIDFIELDER;1000000;0;0.0
pl-k00153240;Oladapo;Afolayan;Afolayan;Oladapo Afolayan;FC St. Pauli;FORWARD;1700000;64;3.42
pl-k00153415;Marko;Ivezic;Ivezic;Marko Ivezic;Holstein Kiel;MIDFIELDER;1600000;18;4.09
pl-k00153573;Carl;Johansson;Johansson;Carl Johansson;Holstein Kiel;DEFENDER;1400000;-4;4.88
pl-k00153662;Kaishu;Sano;Sano;Kaishu Sano;1. FSV Mainz 05;MIDFIELDER;1800000;76;3.23
pl-k00153733;Cole;Campbell;Campbell;Cole Campbell;Borussia Dortmund;MIDFIELDER;500000;6;0.0
pl-k00153779;Johan;Manzambi;Manzambi;Johan Manzambi;SC Freiburg;MIDFIELDER;500000;2;0.0
pl-k00154032;Mats;Heitmann;Heitmann;Mats Heitmann;Werder Bremen;DEFENDER;500000;0;0.0
pl-k00155136;Kaua;Morais Vieira dos Santos;Kaua Santos;Kaua Santos;Eintracht Frankfurt;GOALKEEPER;500000;20;3.5
pl-k00155796;Bennit;Bröger;Bröger;Bennit Bröger;VfL Wolfsburg;MIDFIELDER;500000;0;0.0
pl-k00156018;Jeremiah;Mensah;Mensah;Jeremiah Mensah;Bayer 04 Leverkusen;MIDFIELDER;500000;0;0.0
pl-k00158167;Simon;Kalambayi;Kalambayi;Simon Kalambayi;TSG Hoffenheim;FORWARD;500000;0;0.0
pl-k00158733;Oluwaseun;Ogbemudia;Ogbemudia;Oluwaseun Ogbemudia;1. FC Union Berlin;DEFENDER;500000;0;0.0
pl-k00158918;Nuha;Jatta;Jatta;Nuha Jatta;RB Leipzig;MIDFIELDER;500000;0;0.0
pl-k00163733;Dominik;Javorcek;Javorcek;Dominik Javorcek;Holstein Kiel;DEFENDER;1200000;0;6.0
pl-k00164430;Erik;Ahlstrand;Ahlstrand;Erik Ahlstrand;FC St. Pauli;MIDFIELDER;1300000;10;0.0
pl-k00164996;Isak;Hansen-Aaröen;Hansen-Aaröen;Isak Hansen-Aaröen;Werder Bremen;MIDFIELDER;1000000;0;0.0
pl-k00167084;Mathys;Angely;Angely;Mathys Angely;VfL Wolfsburg;DEFENDER;800000;0;0.0
pl-k00167652;Viggo;Gebel;Gebel;Viggo Gebel;RB Leipzig;MIDFIELDER;800000;2;0.0
pl-k00168154;Andrea;Natali;Natali;Andrea Natali;Bayer 04 Leverkusen;DEFENDER;1000000;0;0.0
pl-k00170534;Muhammed;Birinci;Birinci;Muhammed Birinci;1. FSV Mainz 05;DEFENDER;500000;0;0.0
